,text,author_name,created_at
86,This community has already survived one industrial disaster. Will @Samsung's new coal plant be the next? https://t.co/xKXX9eWUQ1,Rusted Wire,2020-08-25 12:51:03
87,RT @PradeepPatole6: @imshettydhiraj @SamsungIndia @consumerforum_ Very bad samsung you are huge name please maintain it.,Dhirajshetty,2020-08-25 12:51:01
88,"@SamsungIndia #GalaxyNote20

1.Add in Wi-Fi 6 and Wi-Fi Optimizer to keep  connected fast with low latency, 

 2. S… https://t.co/cHx7JFwtDx",Kamal,2020-08-25 12:50:58
89,"@Amazingmoonie Most of them comes with Glass back now 
I think your samsung phone might be J or ON series one most… https://t.co/B5IHq7QVhu",AdityaBandaru🔥,2020-08-25 12:50:51
90,"@_jimintoday_ Clearly, Joon loves Koya *cough Apple cough* more. Sorry Samsung 🤭",rachel ✨,2020-08-25 12:50:47
91,RT @SamsungIndia: The new #GalaxyNote20 series lets you seize every moment in a perfect way. Tell us your favourite camera feature in the c…,Tanya Motwani,2020-08-25 12:50:44
92,RT @SamsungIndia: The new #GalaxyNote20 series makes you the best gamer in your squad. Tell us those three features which give you the powe…,Sanjiv Kumar,2020-08-25 12:50:43
93,This community has already survived one industrial disaster. Will @Samsung's new coal plant be the next? https://t.co/RCfhkVAMyF,jess williams,2020-08-25 12:50:42
94,This community has already survived one industrial disaster. Will @Samsung's new coal plant be the next? https://t.co/Fdh9Yr9m58,Megan Mary,2020-08-25 12:50:40
95,When I see this I'm glad he got a Samsung cause he would have broke his iphone so many times... https://t.co/OYLQC4R1t1,Lex_⁷🍩❄ ⟬⟭,2020-08-25 12:50:39
96,"@SamsungIndia Dude...

It has to be Mystic Bronze..Hundred points symbolFire
No competition..No Comparisons...

Per… https://t.co/2EJZvfytL6",Raghav Acharya,2020-08-25 12:50:36
97,RT @91mobiles: Samsung Galaxy S21 Ultra may launch with S Pen; Galaxy Note series could be discontinued https://t.co/nn1psd4Mwr,Nithin.C.N,2020-08-25 12:50:34
98,Global Wireless Earphones Market Outlook 2020-2026: Samsung Electronics and Apple Dominate the Competition -… https://t.co/kn5Y9t9zhF,Wall St Solver,2020-08-25 12:50:33
99,RT @SamsungIndia: The new #GalaxyNote20 series gives you the power to work so that you can make the most out of your working hours. Tell us…,Kalpesh Parmar #StayHome #StaySafe,2020-08-25 12:50:29
